id,date,user,department,software,seats,amount
8466,2023-05-09 09:52:22 +0530,Dr. V.M. Koothrappali,Marketting,Google,3,6
8467,2022-06-19 10:30:19 +0530,Leonard Hofstadter,Tech,Discord,5,5
8468,2023-01-18 02:12:42 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,4,48
8469,2023-02-17 18:48:08 +0530,Barry Kripke,Customer Success,Zoho Crm,5,90
8470,2023-03-30 18:48:59 +0530,Bert Kibbler,Customer Success,Discord,1,1
8471,2022-07-05 02:16:36 +0530,Wil Wheaton,Marketting,Height,5,15
8472,2022-09-08 20:57:50 +0530,Bert Kibbler,Customer Success,Outplay,4,48
8473,2022-12-11 04:26:38 +0530,Bert Kibbler,Customer Success,Google,2,4
8474,2023-04-13 14:06:27 +0530,Bert Kibbler,Customer Success,Fullstory,5,55
8475,2022-10-29 10:53:51 +0530,Dr. V.M. Koothrappali,Marketting,Google,1,2
8476,2023-03-13 00:49:29 +0530,Barry Kripke,Customer Success,Outplay,5,60
8477,2022-07-17 03:13:56 +0530,Amy Farrah Fowler,Tech,Outplay,3,36
8478,2022-07-29 01:37:29 +0530,Amy Farrah Fowler,Tech,Notion,3,21
8479,2022-06-06 08:38:10 +0530,Barry Kripke,Customer Success,Apple,3,60
8480,2022-11-02 12:30:20 +0530,Denise,HR,Sentry,5,25
8481,2022-09-29 00:58:49 +0530,Emily Sweeney,HR,Circleci,5,45
8482,2022-12-25 05:12:15 +0530,Amy Farrah Fowler,Tech,Outplay,5,60
8483,2023-04-20 06:14:22 +0530,Denise,HR,Slack,1,10
8484,2022-11-30 08:40:32 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12
8485,2022-05-14 00:57:11 +0530,Denise,HR,Google,1,2
8486,2022-05-22 14:39:49 +0530,Dr. V.M. Koothrappali,Marketting,Height,5,15
8487,2023-02-21 05:23:24 +0530,Dr. Beverly Hofstadter,Sales,Height,3,9
8488,2022-11-29 13:27:25 +0530,Dr. Beverly Hofstadter,Sales,Outplay,3,36
8489,2023-05-09 15:53:05 +0530,Dr. Beverly Hofstadter,Sales,Figma,1,14
8490,2023-04-24 19:07:51 +0530,Leslie Winkle,Tech,Google,2,4
8491,2023-03-18 15:42:12 +0530,Emily Sweeney,HR,Teams,5,25
8492,2022-07-12 09:08:24 +0530,Amy Farrah Fowler,Tech,Height,4,12
8493,2022-12-05 23:52:19 +0530,Amy Farrah Fowler,Tech,Github,2,8
8494,2023-01-21 20:35:12 +0530,Dr. V.M. Koothrappali,Marketting,Slack,1,10
8495,2022-08-22 14:20:15 +0530,Sheldon Cooper,Tech,Appolo,3,51
8496,2022-12-08 01:29:17 +0530,Dr. V.M. Koothrappali,Marketting,Notion,3,21
8497,2022-08-08 19:25:12 +0530,Bert Kibbler,Customer Success,Slack,3,30
8498,2023-04-11 02:12:45 +0530,Dr. Beverly Hofstadter,Sales,Notion,1,7
8499,2023-01-09 06:39:16 +0530,Denise,HR,Zoho Crm,5,90
8500,2023-05-10 08:12:53 +0530,Dr. Beverly Hofstadter,Sales,Teams,5,25
8501,2022-12-15 14:02:38 +0530,Dr. V.M. Koothrappali,Marketting,Appolo,1,17
8502,2022-07-31 03:53:44 +0530,Leslie Winkle,Tech,Discord,4,4
8503,2022-06-18 18:18:27 +0530,Barry Kripke,Customer Success,Zoho Crm,2,36
8504,2022-08-21 06:16:23 +0530,Bert Kibbler,Customer Success,Zapier,5,20
8505,2023-02-26 08:23:23 +0530,Leonard Hofstadter,Tech,Zapier,3,12
8506,2023-03-31 17:24:04 +0530,Leonard Hofstadter,Tech,Slack,3,30
8507,2023-04-20 23:30:26 +0530,Rostenkowski,Tech,Github,5,20
8508,2023-03-25 13:23:43 +0530,Sheldon Cooper,Tech,Outplay,1,12
8509,2022-10-09 16:50:40 +0530,Priya Koothrappali,Sales,Apple,1,20
8510,2022-11-22 10:12:45 +0530,Dr. Beverly Hofstadter,Sales,Outplay,1,12
8511,2023-04-07 04:17:54 +0530,Priya Koothrappali,Sales,Fullstory,3,33
8512,2022-07-15 10:23:13 +0530,Priya Koothrappali,Sales,Discord,4,4
8513,2022-06-03 15:08:46 +0530,Emily Sweeney,HR,Sentry,1,5
8514,2022-09-25 23:00:07 +0530,Barry Kripke,Customer Success,Outplay,3,36
8515,2023-04-16 21:59:50 +0530,Sheldon Cooper,Tech,Outplay,4,48
8516,2022-06-15 18:53:29 +0530,Priya Koothrappali,Sales,Github,5,20
8517,2022-07-23 20:10:07 +0530,Amy Farrah Fowler,Tech,Figma,4,56
8518,2022-07-07 14:04:09 +0530,Dr. Beverly Hofstadter,Sales,Outplay,1,12
8519,2023-03-29 06:55:34 +0530,Bert Kibbler,Customer Success,Fullstory,2,22
8520,2023-05-01 04:21:57 +0530,Amy Farrah Fowler,Tech,Circleci,2,18
8521,2023-04-17 19:04:36 +0530,Dr. V.M. Koothrappali,Marketting,Google,4,8
8522,2023-04-29 20:14:13 +0530,Bert Kibbler,Customer Success,Notion,2,14
8523,2022-07-17 11:39:33 +0530,Bert Kibbler,Customer Success,Apple,4,80
8524,2022-07-23 06:44:39 +0530,Denise,HR,Zapier,2,8
8525,2023-02-28 08:20:58 +0530,Leonard Hofstadter,Tech,Slack,4,40
8526,2022-12-20 22:06:57 +0530,Leslie Winkle,Tech,Zoho Crm,4,72
8527,2022-07-03 18:36:23 +0530,Bert Kibbler,Customer Success,Figma,1,14
8528,2022-08-25 13:11:05 +0530,Dr. Beverly Hofstadter,Sales,Circleci,2,18
8529,2022-09-10 10:55:37 +0530,Denise,HR,Fullstory,2,22
8530,2023-01-31 16:46:41 +0530,Emily Sweeney,HR,Slack,1,10
8531,2022-08-15 05:59:32 +0530,Leslie Winkle,Tech,Slack,4,40
8532,2023-02-16 07:17:28 +0530,Wil Wheaton,Marketting,Discord,1,1
8533,2022-08-31 09:43:41 +0530,Dr. V.M. Koothrappali,Marketting,Figma,5,70
8534,2022-11-01 01:15:42 +0530,Bert Kibbler,Customer Success,Height,3,9
8535,2022-07-24 05:15:01 +0530,Barry Kripke,Customer Success,Appolo,5,85
8536,2023-01-02 01:22:20 +0530,Dr. Beverly Hofstadter,Sales,Zapier,3,12
8537,2022-12-06 22:07:26 +0530,Amy Farrah Fowler,Tech,Google,5,10
8538,2023-02-06 21:14:45 +0530,Priya Koothrappali,Sales,Apple,1,20
8539,2023-05-04 17:52:25 +0530,Wil Wheaton,Marketting,Outplay,3,36
8540,2022-09-21 22:22:59 +0530,Sheldon Cooper,Tech,Github,2,8
8541,2023-05-08 13:07:13 +0530,Dr. Beverly Hofstadter,Sales,Appolo,3,51
8542,2023-04-15 10:22:58 +0530,Leonard Hofstadter,Tech,Sentry,4,20
8543,2023-04-23 00:31:02 +0530,Wil Wheaton,Marketting,Notion,2,14
8544,2023-05-04 21:44:59 +0530,Sheldon Cooper,Tech,Figma,3,42
8545,2022-08-01 15:03:31 +0530,Priya Koothrappali,Sales,Apple,5,100
8546,2022-12-11 07:02:59 +0530,Dr. Beverly Hofstadter,Sales,Circleci,1,9
8547,2022-05-28 22:11:34 +0530,Amy Farrah Fowler,Tech,Slack,3,30
8548,2022-05-27 11:17:49 +0530,Leslie Winkle,Tech,Outplay,5,60
8549,2022-12-18 14:25:55 +0530,Sheldon Cooper,Tech,Height,3,9
8550,2023-04-18 22:55:42 +0530,Amy Farrah Fowler,Tech,Discord,3,3
8551,2023-02-25 15:23:40 +0530,Amy Farrah Fowler,Tech,Notion,1,7
8552,2022-06-04 04:26:56 +0530,Wil Wheaton,Marketting,Zoho Crm,4,72
8553,2023-03-23 23:55:31 +0530,Barry Kripke,Customer Success,Sentry,2,10
8554,2023-01-17 03:33:07 +0530,Sheldon Cooper,Tech,Github,1,4
8555,2023-03-30 10:19:06 +0530,Wil Wheaton,Marketting,Outplay,5,60
8556,2022-08-14 08:27:33 +0530,Emily Sweeney,HR,Apple,2,40
8557,2023-01-11 15:27:15 +0530,Wil Wheaton,Marketting,Outplay,1,12
8558,2022-06-14 13:36:37 +0530,Barry Kripke,Customer Success,Google,1,2
8559,2022-07-07 20:03:33 +0530,Bert Kibbler,Customer Success,Slack,4,40
8560,2023-03-13 06:56:56 +0530,Leonard Hofstadter,Tech,Google,2,4
8561,2022-05-23 05:03:29 +0530,Bert Kibbler,Customer Success,Teams,3,15
8562,2023-03-03 18:27:45 +0530,Priya Koothrappali,Sales,Sentry,3,15
8563,2023-05-02 16:57:16 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,1,18
8564,2022-09-13 13:33:04 +0530,Leonard Hofstadter,Tech,Github,5,20
8565,2023-04-10 13:30:34 +0530,Barry Kripke,Customer Success,Outplay,3,36
8566,2022-06-03 05:42:21 +0530,Dr. V.M. Koothrappali,Marketting,Slack,4,40
8567,2022-06-14 00:37:24 +0530,Rostenkowski,Tech,Outplay,5,60
8568,2022-12-02 17:39:10 +0530,Dr. Beverly Hofstadter,Sales,Slack,4,40
8569,2023-02-10 16:43:57 +0530,Barry Kripke,Customer Success,Height,2,6
8570,2022-08-15 15:28:51 +0530,Sheldon Cooper,Tech,Appolo,3,51
8571,2022-07-23 12:45:02 +0530,Amy Farrah Fowler,Tech,Circleci,4,36
8572,2022-10-21 00:19:12 +0530,Emily Sweeney,HR,Slack,1,10
8573,2023-03-30 08:48:31 +0530,Denise,HR,Figma,2,28
8574,2022-09-08 19:02:28 +0530,Sheldon Cooper,Tech,Slack,1,10
8575,2023-01-04 06:12:14 +0530,Barry Kripke,Customer Success,Circleci,4,36
8576,2023-02-01 20:12:56 +0530,Leonard Hofstadter,Tech,Height,5,15
8577,2023-04-24 14:28:04 +0530,Sheldon Cooper,Tech,Figma,2,28
8578,2022-11-03 16:46:00 +0530,Leonard Hofstadter,Tech,Fullstory,2,22
8579,2022-11-01 20:56:37 +0530,Bert Kibbler,Customer Success,Google,1,2
8580,2023-03-28 22:52:54 +0530,Emily Sweeney,HR,Outplay,4,48
8581,2023-02-22 10:08:57 +0530,Denise,HR,Zoho Crm,2,36
8582,2023-01-07 06:25:10 +0530,Leonard Hofstadter,Tech,Teams,5,25
8583,2023-01-24 09:27:42 +0530,Emily Sweeney,HR,Zoho Crm,1,18
8584,2022-06-08 17:39:51 +0530,Emily Sweeney,HR,Circleci,4,36
8585,2022-07-04 20:11:23 +0530,Emily Sweeney,HR,Google,4,8
8586,2023-01-27 03:44:31 +0530,Priya Koothrappali,Sales,Fullstory,3,33
8587,2022-12-23 11:25:58 +0530,Dr. Beverly Hofstadter,Sales,Notion,2,14
8588,2023-04-23 07:55:46 +0530,Leonard Hofstadter,Tech,Zapier,3,12
8589,2023-03-12 17:50:08 +0530,Wil Wheaton,Marketting,Notion,5,35
8590,2023-04-30 03:37:47 +0530,Dr. Beverly Hofstadter,Sales,Slack,5,50
8591,2023-01-02 06:08:21 +0530,Wil Wheaton,Marketting,Circleci,5,45
8592,2023-04-09 16:47:37 +0530,Priya Koothrappali,Sales,Appolo,4,68
8593,2022-08-18 19:40:25 +0530,Sheldon Cooper,Tech,Fullstory,1,11
8594,2023-03-10 08:08:35 +0530,Sheldon Cooper,Tech,Zoho Crm,5,90
8595,2022-06-13 00:25:22 +0530,Bert Kibbler,Customer Success,Circleci,4,36
8596,2022-10-01 00:26:57 +0530,Sheldon Cooper,Tech,Github,1,4
8597,2022-11-16 13:56:18 +0530,Leslie Winkle,Tech,Discord,4,4
8598,2022-11-26 21:08:11 +0530,Sheldon Cooper,Tech,Zoho Crm,5,90
8599,2023-01-18 02:50:51 +0530,Amy Farrah Fowler,Tech,Google,2,4
8600,2022-12-23 18:10:07 +0530,Sheldon Cooper,Tech,Fullstory,5,55
8601,2022-08-16 11:53:24 +0530,Emily Sweeney,HR,Google,5,10
8602,2022-08-07 19:34:56 +0530,Dr. Beverly Hofstadter,Sales,Circleci,5,45
8603,2022-09-06 10:28:24 +0530,Amy Farrah Fowler,Tech,Github,1,4
8604,2022-05-24 09:22:25 +0530,Dr. Beverly Hofstadter,Sales,Circleci,3,27
8605,2022-07-08 23:03:12 +0530,Leonard Hofstadter,Tech,Height,1,3
8606,2022-12-09 20:55:44 +0530,Leslie Winkle,Tech,Fullstory,1,11
8607,2022-07-05 03:11:07 +0530,Bert Kibbler,Customer Success,Figma,1,14
8608,2023-02-13 21:38:32 +0530,Denise,HR,Github,5,20
8609,2022-07-02 02:55:05 +0530,Wil Wheaton,Marketting,Outplay,2,24
8610,2023-01-31 07:13:00 +0530,Dr. Beverly Hofstadter,Sales,Apple,5,100
8611,2022-06-02 09:58:19 +0530,Barry Kripke,Customer Success,Circleci,5,45
8612,2023-02-08 17:52:47 +0530,Sheldon Cooper,Tech,Outplay,4,48
8613,2023-02-28 19:52:40 +0530,Bert Kibbler,Customer Success,Sentry,4,20
8614,2023-03-23 00:38:29 +0530,Leslie Winkle,Tech,Github,4,16
8615,2023-03-31 08:52:57 +0530,Bert Kibbler,Customer Success,Discord,3,3
8616,2023-01-27 15:01:46 +0530,Rostenkowski,Tech,Figma,1,14
8617,2022-09-19 19:51:53 +0530,Amy Farrah Fowler,Tech,Appolo,2,34
8618,2023-04-13 20:42:30 +0530,Rostenkowski,Tech,Zapier,3,12
8619,2022-11-19 15:35:56 +0530,Barry Kripke,Customer Success,Height,3,9
8620,2022-12-14 23:36:01 +0530,Dr. Beverly Hofstadter,Sales,Sentry,1,5
8621,2022-12-24 19:48:44 +0530,Dr. V.M. Koothrappali,Marketting,Google,4,8
8622,2022-12-20 12:43:31 +0530,Denise,HR,Github,1,4
8623,2022-10-14 19:18:43 +0530,Wil Wheaton,Marketting,Notion,1,7
8624,2022-06-10 23:43:58 +0530,Dr. V.M. Koothrappali,Marketting,Github,1,4
8625,2023-01-13 10:36:00 +0530,Leslie Winkle,Tech,Discord,4,4
8626,2022-11-26 20:42:11 +0530,Priya Koothrappali,Sales,Fullstory,5,55
8627,2022-10-02 00:26:27 +0530,Rostenkowski,Tech,Zoho Crm,1,18
8628,2023-02-08 13:04:38 +0530,Denise,HR,Apple,5,100
8629,2023-03-24 16:44:18 +0530,Leonard Hofstadter,Tech,Apple,3,60
8630,2023-01-08 12:04:34 +0530,Denise,HR,Circleci,1,9
8631,2022-10-29 02:21:16 +0530,Emily Sweeney,HR,Github,4,16
8632,2023-03-16 16:09:00 +0530,Leonard Hofstadter,Tech,Google,2,4
8633,2023-01-23 09:58:45 +0530,Sheldon Cooper,Tech,Height,4,12
8634,2022-09-21 08:32:52 +0530,Dr. Beverly Hofstadter,Sales,Notion,5,35
8635,2022-05-31 10:12:53 +0530,Leslie Winkle,Tech,Appolo,4,68
8636,2022-05-14 09:31:21 +0530,Barry Kripke,Customer Success,Appolo,4,68
8637,2022-08-02 05:20:20 +0530,Wil Wheaton,Marketting,Circleci,5,45
8638,2023-02-07 14:46:43 +0530,Rostenkowski,Tech,Height,1,3
8639,2022-07-30 22:21:58 +0530,Sheldon Cooper,Tech,Figma,5,70
8640,2022-05-24 21:08:10 +0530,Denise,HR,Github,4,16
8641,2023-03-03 19:48:26 +0530,Sheldon Cooper,Tech,Teams,2,10
8642,2023-02-05 17:28:22 +0530,Priya Koothrappali,Sales,Appolo,1,17
8643,2023-04-07 12:08:49 +0530,Denise,HR,Zapier,1,4
8644,2023-02-18 23:27:58 +0530,Leslie Winkle,Tech,Outplay,3,36
8645,2022-10-17 09:02:40 +0530,Bert Kibbler,Customer Success,Figma,2,28
8646,2022-06-20 23:54:48 +0530,Bert Kibbler,Customer Success,Height,5,15
8647,2022-06-06 16:28:43 +0530,Bert Kibbler,Customer Success,Circleci,3,27
8648,2022-08-24 15:54:57 +0530,Denise,HR,Appolo,2,34
8649,2022-11-17 10:58:22 +0530,Leslie Winkle,Tech,Slack,5,50
8650,2023-04-02 10:51:15 +0530,Leonard Hofstadter,Tech,Zoho Crm,4,72
8651,2023-01-13 10:29:27 +0530,Priya Koothrappali,Sales,Outplay,5,60
8652,2023-01-31 20:30:01 +0530,Amy Farrah Fowler,Tech,Figma,3,42
8653,2023-03-02 12:26:04 +0530,Priya Koothrappali,Sales,Github,2,8
8654,2023-04-15 17:25:35 +0530,Leonard Hofstadter,Tech,Zoho Crm,4,72
8655,2022-06-23 20:01:04 +0530,Dr. V.M. Koothrappali,Marketting,Height,3,9
8656,2022-10-13 18:20:43 +0530,Dr. Beverly Hofstadter,Sales,Teams,3,15
8657,2023-04-08 22:14:57 +0530,Amy Farrah Fowler,Tech,Notion,1,7
8658,2022-12-09 01:28:06 +0530,Sheldon Cooper,Tech,Github,1,4
8659,2022-05-15 22:15:25 +0530,Sheldon Cooper,Tech,Zoho Crm,3,54
8660,2022-10-30 03:23:02 +0530,Bert Kibbler,Customer Success,Notion,2,14
8661,2022-09-12 05:50:05 +0530,Bert Kibbler,Customer Success,Slack,5,50
8662,2023-02-09 00:13:01 +0530,Bert Kibbler,Customer Success,Teams,4,20
8663,2023-03-25 17:41:08 +0530,Leslie Winkle,Tech,Notion,2,14
8664,2022-09-29 22:55:13 +0530,Sheldon Cooper,Tech,Teams,5,25
8665,2022-06-19 13:57:12 +0530,Barry Kripke,Customer Success,Zapier,5,20
8666,2022-08-01 10:03:32 +0530,Dr. Beverly Hofstadter,Sales,Figma,2,28
8667,2022-08-19 10:02:39 +0530,Leonard Hofstadter,Tech,Notion,2,14
8668,2022-09-22 16:15:23 +0530,Rostenkowski,Tech,Slack,5,50
8669,2022-05-11 18:07:36 +0530,Emily Sweeney,HR,Zoho Crm,3,54
8670,2023-04-06 00:01:08 +0530,Bert Kibbler,Customer Success,Discord,4,4
8671,2023-01-13 14:28:54 +0530,Priya Koothrappali,Sales,Teams,1,5
8672,2023-02-26 09:41:33 +0530,Emily Sweeney,HR,Zapier,5,20
8673,2022-11-24 12:57:14 +0530,Leslie Winkle,Tech,Notion,3,21
8674,2022-05-22 23:31:45 +0530,Sheldon Cooper,Tech,Google,5,10
8675,2022-05-28 13:11:36 +0530,Bert Kibbler,Customer Success,Circleci,2,18
8676,2022-11-17 12:05:20 +0530,Leonard Hofstadter,Tech,Github,4,16
8677,2022-08-03 17:33:15 +0530,Wil Wheaton,Marketting,Apple,1,20
8678,2022-11-01 09:13:58 +0530,Emily Sweeney,HR,Circleci,3,27
8679,2023-01-18 02:27:59 +0530,Priya Koothrappali,Sales,Slack,2,20
8680,2023-03-24 04:52:27 +0530,Priya Koothrappali,Sales,Github,3,12
8681,2022-09-06 14:18:20 +0530,Leonard Hofstadter,Tech,Google,5,10
8682,2022-11-18 20:54:25 +0530,Dr. V.M. Koothrappali,Marketting,Teams,2,10
8683,2022-09-30 21:19:11 +0530,Dr. Beverly Hofstadter,Sales,Figma,5,70
8684,2022-07-04 04:30:02 +0530,Leonard Hofstadter,Tech,Zoho Crm,2,36
8685,2022-12-28 15:09:50 +0530,Emily Sweeney,HR,Notion,3,21
8686,2022-07-13 21:32:03 +0530,Denise,HR,Teams,4,20
8687,2023-01-08 20:07:47 +0530,Leslie Winkle,Tech,Height,1,3
8688,2022-05-20 00:41:21 +0530,Denise,HR,Slack,1,10
8689,2023-04-01 04:30:44 +0530,Dr. V.M. Koothrappali,Marketting,Discord,4,4
8690,2022-07-10 13:35:32 +0530,Emily Sweeney,HR,Height,4,12
8691,2022-12-16 10:18:53 +0530,Denise,HR,Apple,1,20
8692,2022-05-20 18:46:02 +0530,Priya Koothrappali,Sales,Teams,2,10
8693,2023-03-24 01:43:17 +0530,Leslie Winkle,Tech,Apple,4,80
8694,2023-05-06 06:39:12 +0530,Emily Sweeney,HR,Zapier,5,20
8695,2022-12-07 07:50:22 +0530,Bert Kibbler,Customer Success,Github,2,8
8696,2022-07-31 18:53:49 +0530,Leslie Winkle,Tech,Figma,3,42
8697,2022-08-13 03:30:57 +0530,Amy Farrah Fowler,Tech,Github,1,4
8698,2022-09-16 13:05:34 +0530,Amy Farrah Fowler,Tech,Figma,4,56
8699,2022-09-13 04:49:31 +0530,Barry Kripke,Customer Success,Zapier,1,4
8700,2023-02-11 19:59:01 +0530,Emily Sweeney,HR,Appolo,1,17
8701,2022-05-30 05:21:55 +0530,Dr. V.M. Koothrappali,Marketting,Apple,2,40
8702,2022-05-28 16:26:03 +0530,Priya Koothrappali,Sales,Github,5,20
8703,2023-04-04 03:50:46 +0530,Priya Koothrappali,Sales,Apple,2,40
8704,2023-03-04 03:16:19 +0530,Wil Wheaton,Marketting,Height,3,9
8705,2023-04-15 18:43:35 +0530,Priya Koothrappali,Sales,Outplay,3,36
8706,2023-01-29 07:57:44 +0530,Leonard Hofstadter,Tech,Zapier,3,12
8707,2023-04-22 23:27:52 +0530,Priya Koothrappali,Sales,Circleci,1,9
8708,2023-02-02 22:15:13 +0530,Amy Farrah Fowler,Tech,Zapier,3,12
8709,2022-12-28 19:23:42 +0530,Emily Sweeney,HR,Slack,3,30
8710,2023-04-11 15:21:31 +0530,Bert Kibbler,Customer Success,Zoho Crm,4,72
8711,2022-10-24 23:47:31 +0530,Denise,HR,Figma,2,28
8712,2022-11-13 01:57:01 +0530,Rostenkowski,Tech,Height,2,6
8713,2023-03-24 17:51:15 +0530,Emily Sweeney,HR,Fullstory,1,11
8714,2023-02-27 19:47:46 +0530,Priya Koothrappali,Sales,Fullstory,3,33
8715,2022-10-24 13:29:36 +0530,Dr. Beverly Hofstadter,Sales,Fullstory,1,11
8716,2022-05-28 04:07:12 +0530,Leonard Hofstadter,Tech,Figma,5,70
8717,2022-08-12 22:13:55 +0530,Barry Kripke,Customer Success,Outplay,4,48
8718,2022-07-23 02:31:12 +0530,Dr. V.M. Koothrappali,Marketting,Discord,1,1
8719,2022-07-13 10:28:30 +0530,Amy Farrah Fowler,Tech,Height,2,6
8720,2022-09-08 12:53:45 +0530,Wil Wheaton,Marketting,Github,5,20
8721,2022-06-27 05:22:33 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12
8722,2022-11-08 12:51:24 +0530,Denise,HR,Sentry,3,15
8723,2023-02-18 02:40:34 +0530,Leonard Hofstadter,Tech,Zapier,1,4
8724,2022-09-25 13:15:00 +0530,Bert Kibbler,Customer Success,Zapier,4,16
8725,2022-09-01 09:23:45 +0530,Denise,HR,Sentry,1,5
8726,2022-12-07 05:46:00 +0530,Wil Wheaton,Marketting,Discord,5,5
8727,2023-03-29 05:43:50 +0530,Wil Wheaton,Marketting,Figma,5,70
8728,2022-08-09 04:28:17 +0530,Wil Wheaton,Marketting,Fullstory,5,55
8729,2022-07-28 20:56:12 +0530,Rostenkowski,Tech,Appolo,5,85
8730,2023-05-02 11:07:18 +0530,Dr. V.M. Koothrappali,Marketting,Google,2,4
8731,2022-09-25 20:03:48 +0530,Bert Kibbler,Customer Success,Google,2,4
8732,2023-03-06 04:11:21 +0530,Bert Kibbler,Customer Success,Github,1,4
8733,2023-04-03 14:40:57 +0530,Emily Sweeney,HR,Sentry,3,15
8734,2023-04-09 17:32:30 +0530,Leslie Winkle,Tech,Circleci,1,9
8735,2022-09-10 16:04:37 +0530,Amy Farrah Fowler,Tech,Notion,4,28
8736,2022-07-11 23:15:22 +0530,Bert Kibbler,Customer Success,Zapier,4,16
8737,2023-02-27 12:16:23 +0530,Denise,HR,Height,4,12
8738,2022-10-18 18:04:40 +0530,Leonard Hofstadter,Tech,Slack,1,10
8739,2022-07-29 18:13:49 +0530,Bert Kibbler,Customer Success,Notion,4,28
8740,2023-02-27 02:19:55 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,4,48
8741,2022-09-27 22:15:45 +0530,Leslie Winkle,Tech,Github,3,12
8742,2023-03-09 17:13:46 +0530,Amy Farrah Fowler,Tech,Fullstory,3,33
8743,2022-08-15 12:26:39 +0530,Dr. Beverly Hofstadter,Sales,Zapier,5,20
8744,2022-08-24 16:19:42 +0530,Emily Sweeney,HR,Height,2,6
8745,2023-05-08 11:15:49 +0530,Sheldon Cooper,Tech,Sentry,2,10
8746,2022-09-28 02:52:28 +0530,Rostenkowski,Tech,Figma,1,14
8747,2022-12-28 11:00:26 +0530,Dr. Beverly Hofstadter,Sales,Zapier,4,16
8748,2022-08-06 06:00:44 +0530,Emily Sweeney,HR,Appolo,5,85
8749,2023-04-20 22:33:42 +0530,Leonard Hofstadter,Tech,Google,2,4
8750,2022-07-26 05:49:13 +0530,Priya Koothrappali,Sales,Notion,5,35
8751,2022-12-23 03:10:12 +0530,Dr. V.M. Koothrappali,Marketting,Figma,3,42
8752,2022-07-19 10:55:19 +0530,Emily Sweeney,HR,Notion,3,21
8753,2022-12-25 16:04:45 +0530,Rostenkowski,Tech,Appolo,1,17
8754,2022-06-12 08:19:55 +0530,Wil Wheaton,Marketting,Height,3,9
8755,2023-05-06 09:30:45 +0530,Sheldon Cooper,Tech,Height,3,9
8756,2022-08-25 22:57:50 +0530,Sheldon Cooper,Tech,Height,5,15
8757,2023-01-06 20:47:41 +0530,Bert Kibbler,Customer Success,Appolo,2,34
8758,2022-05-10 18:43:08 +0530,Barry Kripke,Customer Success,Teams,1,5
8759,2022-06-14 22:43:41 +0530,Emily Sweeney,HR,Google,2,4
8760,2023-04-02 07:58:33 +0530,Leslie Winkle,Tech,Notion,4,28
8761,2022-09-02 08:42:57 +0530,Priya Koothrappali,Sales,Height,2,6
8762,2022-11-09 06:24:46 +0530,Wil Wheaton,Marketting,Zapier,3,12
8763,2023-03-26 00:54:46 +0530,Rostenkowski,Tech,Outplay,5,60
8764,2023-02-05 07:57:46 +0530,Barry Kripke,Customer Success,Height,2,6
8765,2022-12-12 00:54:44 +0530,Barry Kripke,Customer Success,Sentry,2,10
8766,2022-08-31 13:33:16 +0530,Barry Kripke,Customer Success,Zapier,5,20
8767,2022-11-09 12:16:29 +0530,Rostenkowski,Tech,Discord,5,5
8768,2022-10-19 02:45:58 +0530,Denise,HR,Fullstory,4,44
8769,2023-02-16 18:35:05 +0530,Bert Kibbler,Customer Success,Github,4,16
8770,2022-06-07 01:53:25 +0530,Rostenkowski,Tech,Circleci,5,45
8771,2023-05-03 13:14:46 +0530,Denise,HR,Notion,5,35
8772,2023-03-10 13:25:35 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,1,11
8773,2023-05-04 01:30:44 +0530,Leonard Hofstadter,Tech,Sentry,3,15
8774,2022-05-31 20:25:30 +0530,Emily Sweeney,HR,Apple,3,60
8775,2022-05-14 00:38:59 +0530,Amy Farrah Fowler,Tech,Sentry,2,10
8776,2022-06-11 23:43:16 +0530,Dr. V.M. Koothrappali,Marketting,Slack,4,40
8777,2022-05-30 20:55:13 +0530,Leonard Hofstadter,Tech,Google,3,6
8778,2022-08-03 18:02:39 +0530,Wil Wheaton,Marketting,Github,5,20
8779,2022-05-13 00:48:46 +0530,Sheldon Cooper,Tech,Height,5,15
8780,2022-05-16 15:13:03 +0530,Bert Kibbler,Customer Success,Discord,2,2
8781,2022-08-12 06:04:52 +0530,Emily Sweeney,HR,Outplay,2,24
8782,2022-08-14 12:27:25 +0530,Denise,HR,Discord,5,5
8783,2023-01-04 15:10:14 +0530,Leonard Hofstadter,Tech,Apple,3,60
8784,2023-01-19 21:19:45 +0530,Sheldon Cooper,Tech,Sentry,1,5
8785,2022-10-15 12:48:41 +0530,Leonard Hofstadter,Tech,Fullstory,2,22
8786,2022-06-14 14:46:28 +0530,Barry Kripke,Customer Success,Height,3,9
8787,2023-04-23 17:20:54 +0530,Wil Wheaton,Marketting,Appolo,3,51
8788,2022-12-26 18:39:47 +0530,Amy Farrah Fowler,Tech,Notion,1,7
8789,2022-06-16 18:16:13 +0530,Dr. V.M. Koothrappali,Marketting,Apple,3,60
8790,2022-07-02 02:24:16 +0530,Priya Koothrappali,Sales,Appolo,5,85
8791,2023-01-30 14:52:14 +0530,Sheldon Cooper,Tech,Google,4,8
8792,2022-10-04 00:48:03 +0530,Priya Koothrappali,Sales,Sentry,4,20
